"ï»¿""Data Source""",World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Colombia,COL,GDP per capita (current US$),NY.GDP.PCAP.CD,276.1183353,292.5060777,276.541382,332.4838998,311.987391,285.3511258,291.1670233,292.4874383,308.0239016,337.2427887,357.417814,387.0407113,449.9840713,527.4464698,545.8617262,624.7098372,774.6670837,904.3035223,1061.313488,1240.067543,1320.804427,1383.144768,1344.632561,1299.445674,1160.187872,1137.519996,1159.771588,1225.046589,1210.758187,1209.183533,1214.453693,1423.929203,1582.581351,2274.885405,2529.325296,2609.297132,2814.134205,2552.468374,2196.714685,2503.549492,2421.272646,2376.083803,2261.283608,2752.913454,3392.924413,3712.785525,4663.54289,5405.101152,5104.991193,6179.770329,7124.54892,7762.970829,7825.678358,
Comoros,COM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,393.8343404,352.6931534,320.6293528,324.460513,304.2064606,315.3423296,435.7467344,513.1884963,528.3267555,493.4932547,605.7093883,583.5496524,614.3542206,593.8626765,408.5685355,497.7435554,482.6651071,433.1861616,428.962433,432.1715744,382.1603212,406.135429,451.7082245,568.7572089,619.1105121,644.2731325,653.9537251,734.8228633,816.4782254,803.4861078,795.4784368,871.6920171,830.5174617,894.3879217,
Cabo Verde,CPV,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,471.6549086,458.1256721,453.5130174,436.2047123,406.4438682,416.1398911,568.2311418,693.9949141,772.4762047,772.5059531,871.9488215,889.2928492,968.2491967,1293.635951,1043.842046,1219.466938,1227.963198,1174.936077,1225.337754,1364.487255,1218.796031,1248.911424,1352.473771,1743.191154,1951.780822,2030.658982,2298.814822,3129.818793,3692.002673,3524.330353,3413.263369,3801.449765,3554.411133,3784.595505,
Costa Rica,CRI,GDP per capita (current US$),NY.GDP.PCAP.CD,354.9134346,334.8370102,345.4389777,353.9724108,374.5748196,396.5118722,416.0359034,447.5309908,480.6270695,540.4900482,576.9295675,647.8881765,781.7384152,832.2911261,955.5511277,1145.901902,1421.073235,1585.745312,1766.806127,2057.312053,1086.538146,1049.636981,1557.1258,1749.686548,1777.440163,1975.566228,2050.858072,2073.542332,2287.888571,2404.851282,2269.51661,2651.439849,2909.842471,3111.035016,3370.239543,3320.588778,3507.081953,3759.881077,4111.832609,4058.044534,4087.118971,4114.566905,4199.694812,4379.391063,4621.364127,5128.400753,5897.527844,6581.308114,6385.56513,7773.185487,8704.111887,9442.66454,10184.60567,
South Asia (IFC classification),CSA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caribbean small states,CSS,GDP per capita (current US$),NY.GDP.PCAP.CD,471.4653656,488.0273825,510.3622082,539.6376411,571.142144,609.684056,645.8885146,633.6533019,681.6264373,742.970792,799.5583246,914.5093322,994.0118825,1272.526386,1474.375448,1502.15943,1721.720664,1744.967678,1983.771029,2416.943541,2611.863655,2868.130784,2901.5157,2722.458656,2655.818815,2388.742698,2548.392583,2685.646132,2726.042062,2948.571809,2907.997431,2840.689346,2934.759985,3091.730994,3365.358018,3632.713561,4029.041375,4390.695456,4636.403956,5016.103074,5111.782859,5356.16942,5697.176622,6163.778449,6995.694072,7825.292078,8660.199535,9819.515682,8209.811486,8623.592248,9225.425499,9372.779537,9565.028825,
Cuba,CUB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,653.2380917,779.5623039,901.3674037,1088.44027,1224.411871,1380.261716,1444.873403,1474.636367,1837.764035,2003.294684,2024.678974,2038.214587,2109.996725,2226.118644,2397.087966,2270.124431,2378.929831,2451.274589,2641.236214,2572.873458,2702.185284,2275.925901,2052.991446,2066.917658,2615.018812,2783.443297,2278.285342,2300.945851,2326.174356,2555.068738,2744.124479,2835.076661,2995.899528,3192.400519,3388.766954,3776.470549,4666.988169,5185.382272,5382.815961,5499.120103,5701.962671,6051.222001,,,
Curacao,CUW,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30190.66769,,,,,,,,,,,,,,,,,,
Cyprus,CYP,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,976.3297581,1157.411576,1476.247865,1929.400058,2559.227526,4232.023038,4033.240377,4122.784411,4091.048525,4258.743547,4488.286942,5642.631462,6690.577923,7645.629703,8038.914153,9641.575281,9696.099541,11310.07195,10526.14185,11617.69274,14212.05401,14133.3252,13276.73238,14069.11641,14236.94153,13421.65542,13797.14597,14862.45444,18428.92826,21380.90308,22430.60642,23863.55546,27860.27611,31928.3968,29427.90879,27889.03718,29206.5106,26352.27122,25248.98107,
Czech Republic,CZE,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3786.861036,2782.962672,3240.533255,3800.960351,4448.874657,5595.615781,6291.138505,5770.887652,6203.713058,6044.981144,5734.45959,6301.045025,7691.070679,9347.905577,11177.3604,12737.60581,14491.20633,17524.19035,21707.79076,18880.54167,18950.33508,20584.92655,18689.96717,18861.42546,
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,2672.018304,3089.070658,3686.970317,4883.812831,5457.011296,6035.008415,6420.640306,7434.897758,9175.900461,10916.79808,11746.4041,9879.457435,9593.657326,9545.859342,9012.479369,9125.12102,13027.19502,16139.05162,17352.34321,17190.82613,21583.84352,22603.61647,25604.72543,24735.62024,26375.84573,30887.86549,29749.97126,26296.53061,26547.77535,25956.63741,22945.70885,22840.27405,24325.66645,29367.40894,33040.05141,33542.78138,35237.61063,40403.01773,44132.06048,40270.14217,40407.96125,44354.68494,42597.71729,45084.86688,
Djibouti,DJI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,803.7902857,,767.3783088,754.7670435,730.5884114,766.7565737,754.8650345,759.5786975,726.0453147,753.2085056,749.5854362,730.893986,730.7424828,734.7502857,753.2897667,762.5408423,780.1451222,794.0556713,823.8074727,869.8001789,912.4992045,976.2929868,1061.637092,1233.311121,1458.873787,1353.193028,1463.592224,1574.628968,1668.336703,
Dominica,DMA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,495.4348766,608.4452858,591.2242638,784.7250668,878.5093047,958.544202,1069.243137,1210.646723,1338.745022,1534.735667,1745.911811,2003.911994,2152.860353,2344.944524,2546.783072,2701.671811,2814.669041,3018.820648,3139.224309,3323.369413,3473.648555,3676.516541,3830.229979,4656.55123,4750.930946,4684.383595,4864.596661,5218.298606,5126.249862,5408.1078,5827.990573,6379.840332,6797.461724,6677.043927,6883.397732,6913.056687,7011.024746,
Denmark,DNK,GDP per capita (current US$),NY.GDP.PCAP.CD,1503.537013,1681.029913,1775.370385,2013.243077,2243.931595,2443.259791,2644.786647,2712.6124,3068.236741,3366.068429,3730.62181,4525.817461,5966.277248,6609.436163,7824.975551,8610.205888,9601.170315,11617.03581,13516.41503,13607.06535,11788.17338,11516.09008,11576.33422,11290.86449,11968.61622,16866.49631,20941.26019,22074.35958,21443.03865,26422.82938,26520.38615,29043.65583,27102.85436,29502.09453,34773.67544,35043.36474,32248.95949,32738.68328,32685.31895,29980.15547,29946.38183,32344.31979,39443.26817,45282.068,47546.59459,50462.24772,57021.16445,62596.47831,56226.61511,56410.83284,59911.90466,56364.18286,58893.99899,
Dominican Republic,DOM,GDP per capita (current US$),NY.GDP.PCAP.CD,190.9947668,232.775625,257.171126,271.4584467,227.7469052,244.6166517,249.5837056,252.6536196,279.848172,328.3437923,358.2343929,415.7285182,477.5887306,580.5941525,696.3619805,745.7539989,844.9959372,858.8134689,966.1396299,1138.229396,1218.872755,1305.491417,1381.646651,1618.778442,773.270238,918.3519783,855.6864255,772.8449269,941.9048269,976.3355041,1315.458239,1495.631946,1687.835222,1852.242783,2050.459494,2233.375213,2373.095064,2522.627373,2545.654799,2769.882322,2829.192446,2973.657145,2344.53392,2407.18928,3635.706812,3794.07334,4297.515241,4696.950916,4702.925603,5089.467926,5462.696584,5733.451158,5826.126338,
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,210.608129,168.9719717,222.7192964,233.8101099,245.5769914,231.6451766,249.7574356,277.3914186,297.9845459,331.0554462,336.2797085,435.909848,546.8955929,806.7162858,924.2237019,1024.08182,1177.631955,1438.282716,1760.337241,2174.31747,2205.970102,2176.916796,2274.774616,2424.248732,2535.858517,2705.94603,2755.01376,2372.584992,2175.093523,2364.549879,1699.856511,1743.346069,1773.820483,1479.600215,1424.642484,1572.831937,1587.646138,1563.500973,1555.191033,1727.333251,1702.780079,1742.55761,2056.265303,2549.957193,3038.748713,3391.367826,3845.847296,4786.51807,3771.284844,4349.569325,5271.590312,5309.822369,5360.701146,
East Asia & Pacific (developing only),EAP,GDP per capita (current US$),NY.GDP.PCAP.CD,79.00104094,71.47965617,74.99424868,84.97227421,96.78202928,103.043514,97.39277353,95.83650769,104.7507893,113.6221643,118.6920544,131.266645,161.7488059,179.0171854,197.3041394,197.1516857,224.4664031,214.7014686,245.1433586,279.6697364,294.7554618,302.1132223,311.1767076,331.3032935,356.5359918,348.1670187,337.6642628,370.9843408,395.2008076,417.4520713,448.1105606,494.1822618,525.9833186,625.9486377,763.8572134,866.7501035,887.6547669,802.0342534,871.5736998,950.9744698,1002.920836,1098.817567,1230.66888,1415.348687,1623.083941,1936.265744,2426.868843,3045.72228,3262.165336,3885.29261,4699.640785,5187.3891,5689.974641,
East Asia & Pacific (all income levels),EAS,GDP per capita (current US$),NY.GDP.PCAP.CD,147.2820439,148.6476545,161.4649844,181.4508678,197.3688175,215.0468805,227.5585758,244.8647139,274.7645476,313.6428175,339.6141701,411.4832238,530.8656682,598.5503033,643.0889948,695.4626108,816.5920796,1014.864688,1086.41063,1157.847458,1260.51296,1213.455514,1266.662072,1337.498435,1395.825527,1789.94541,2058.997467,2439.688051,2515.220452,2594.172003,2879.642598,3101.939159,3430.079964,3781.824734,4220.147792,4010.310412,3808.901715,3356.991744,3710.187389,3967.767137,3656.487617,3685.975376,4020.212604,4474.020163,4726.141779,4978.844083,5537.280028,6340.20081,6469.443686,7460.171708,8558.806236,9076.579408,9107.832948,
Europe & Central Asia (developing only),ECA,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,1396.039313,1459.783037,1581.971052,1799.472346,1676.7983,1628.150393,1671.254756,1405.591777,1599.822129,1631.067558,1700.614595,2014.059693,1847.118052,1863.445333,1691.357003,1973.245041,2500.051958,3176.418737,3873.022074,4447.899204,5613.392399,6658.562085,5500.386012,6177.357635,6852.422051,6907.210472,7287.401555,
Europe & Central Asia (all income levels),ECS,GDP per capita (current US$),NY.GDP.PCAP.CD,694.8412904,750.7640459,818.2393892,895.8441636,964.2727774,1037.796706,1106.591857,1144.312498,1246.071672,1350.361755,1512.954032,1799.69977,2272.100073,2548.122443,2962.611969,3060.219496,3438.9725,4179.975899,5057.944258,5674.811616,5014.564233,4805.011791,4631.467527,4424.33987,4549.529583,6134.307599,7482.078745,8264.395554,8401.101062,10178.39683,10438.63756,11146.51906,10213.27767,10676.59349,12200.99009,12411.84721,11746.40972,12017.61618,11866.42128,11148.474,11248.66322,12288.27775,14948.97935,17384.9286,18463.0075,19926.17913,23224.51551,25410.81029,22227.14353,22696.89217,24886.94168,23852.39622,24770.1594,
Ecuador,ECU,GDP per capita (current US$),NY.GDP.PCAP.CD,210.8021207,200.5620567,211.0880997,228.3238383,457.9240662,452.6758724,462.1951938,453.9991135,531.6002219,475.1230372,444.316003,499.6582259,593.5035872,978.9128044,1115.89244,1277.119426,1507.865528,1587.782999,1839.045032,2260.783667,2688.306366,2395.601962,2011.127159,1934.459284,1913.523859,1666.937229,1480.873524,1352.400132,1404.977948,1505.323071,1639.686434,1707.263413,1747.670246,2050.318154,2159.138541,2182.706817,2386.709189,2323.556239,1598.83413,1462.32021,1914.449166,2191.009606,2442.269036,2704.665155,3012.752437,3337.400363,3574.877893,4255.851995,4236.777555,4500.591558,5035.242493,5424.633611,5720.179922,
"Egypt, Arab Rep.",EGY,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,159.3201647,162.1128248,165.0699194,176.2562566,193.2310353,211.3927522,222.4902298,230.9622323,248.2774601,228.0358189,283.405304,324.1849677,347.7014292,345.3003643,412.9566108,509.9375612,509.4149689,544.6182558,585.3190174,622.9439454,689.0156289,696.0957376,767.5322439,648.839948,718.1745077,765.5840863,644.2256203,717.0630967,785.371376,861.6366864,983.5020605,1088.6318,1243.168764,1323.70359,1393.453173,1509.58102,1452.766703,1286.192278,1194.306817,1116.925161,1249.49326,1472.570548,1757.760484,2156.762969,2461.530857,2803.532963,2972.583516,3256.018469,3314.462928,
Euro area,EMU,GDP per capita (current US$),NY.GDP.PCAP.CD,1019.493155,1120.872243,1245.620103,1372.768741,1484.635488,1605.774872,1732.284336,1845.118544,2025.043004,2196.184041,2475.562946,2972.145545,3837.130737,4317.790522,4987.43101,5182.715946,5873.705975,7156.71607,8628.120443,9623.020395,8328.728364,8039.710466,7827.949414,7495.575805,7685.881892,10761.04793,13271.25354,14549.94437,14798.44497,18522.51868,19161.42137,21028.26517,19180.11323,20230.13796,23301.96732,23499.67102,21403.67201,21921.27173,21740.44398,19720.8567,19919.41539,21562.84489,26474.48847,30162.85831,31145.50302,32879.71849,37622.76591,40993.23827,37375.55252,36519.30521,39314.0318,36650.3892,38167.08916,
Eritrea,ERI,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.1912945,139.8889723,157.9616444,169.6148805,199.670684,192.8164079,203.2320115,181.5155794,179.3116049,183.4325248,170.3394647,194.576027,237.7127366,226.2898568,240.5468163,252.9776299,256.4375698,334.0648852,368.7477582,439.5423714,504.3234084,543.8219083,
Spain,ESP,GDP per capita (current US$),NY.GDP.PCAP.CD,450.0532892,520.2061314,609.4873841,675.2416391,774.7616093,889.659872,968.3067818,950.5457406,1077.6787,1175.985525,1322.641475,1662.524913,2191.009931,2684.191891,3133.622358,3198.667472,3532.656222,4225.107127,5595.943386,6031.038744,5212.814134,5010.893017,4349.979785,4361.422297,4564.933171,6326.482009,8004.03797,9424.970152,10371.77767,13397.28985,14378.42166,15665.66717,12997.17416,13097.71145,15137.05975,15757.14688,14463.12096,15121.72118,15468.04987,14413.78887,14939.06077,16564.56844,20950.20305,24337.5105,25904.17315,27847.45678,31871.09026,34674.17419,31368.49508,29732.43795,31117.89747,28281.56318,29117.63693,
Estonia,EST,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2596.43701,2725.216695,3031.129183,3342.031214,3608.605498,4038.706974,4132.464646,4062.819268,4495.411267,5310.030328,7182.493739,8830.058689,10264.11113,12472.80527,16404.86471,17786.05012,14542.07485,14295.03062,16982.30031,16887.37532,18478.26985,
Ethiopia,ETH,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,199.2210016,203.8948097,219.8436561,201.250933,228.2480249,229.6472517,237.6993535,238.423802,242.6272522,248.7847805,265.7088043,199.9176811,162.4703454,123.2074264,131.9398062,142.6746043,139.1772258,123.0876527,117.8303645,122.551807,118.9062532,110.1818052,117.5966562,134.2795789,159.8314365,191.6040212,240.5081531,321.604188,375.3429575,337.3961428,350.8953116,466.6494385,498.0756751,
European Union,EUU,GDP per capita (current US$),NY.GDP.PCAP.CD,966.5710094,1046.567062,1142.664881,1255.290144,1355.759891,1458.506481,1555.967452,1606.520099,1753.480842,1913.661842,2152.03245,2561.978545,3235.133848,3614.451058,4205.96433,4338.918534,4893.773689,5961.896492,7239.699769,8223.52875,7244.334366,6956.118943,6721.847847,6438.346902,6634.948349,9015.58454,11042.48568,12257.03934,12480.18387,15347.50838,15864.45021,17218.07329,15653.81892,16625.69853,19085.35616,19449.99077,18306.25003,18919.92294,18863.99964,17468.29776,17634.03089,19180.25766,23298.27289,26796.151,27909.28251,29651.40966,34161.99939,36612.63362,32599.16682,32381.80642,34920.83232,32917.26143,34243.88226,
Fragile and conflict affected situations,FCS,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.4482723,576.5139074,537.1589215,516.7111559,443.4967238,457.3895141,476.3231597,499.7852663,475.2872159,482.3446556,563.1612507,504.3945028,490.1041212,539.1064998,625.2376555,741.5369102,871.4703791,1074.156618,1340.631542,1155.184172,1335.712237,1389.852154,1543.670568,1581.062507,
Finland,FIN,GDP per capita (current US$),NY.GDP.PCAP.CD,1327.427224,1411.702398,1522.319242,1707.503938,1882.086858,2010.213456,2034.18905,1907.077272,2178.03525,2436.341684,2683.909177,3139.88051,4123.5765,5234.647834,6181.200084,6659.59229,6985.092202,7538.150382,9221.335185,11090.54555,10789.89906,10809.58258,10355.68751,10675.99906,11215.32922,14704.69661,18257.04457,21668.46656,23526.65971,27852.29213,24991.46168,21850.73356,17240.23292,19776.73638,25609.13824,25037.85381,23928.21124,25179.59983,25229.59582,23529.53846,24025.11823,25993.83997,31508.87523,36162.65601,37318.79732,39487.06231,46538.20312,51186.50681,44837.68846,44134.04836,48694.53514,45649.16159,47218.77196,
Fiji,FJI,GDP per capita (current US$),NY.GDP.PCAP.CD,287.3471771,291.5558315,296.7886456,310.8880731,317.0722638,316.1762679,333.3105543,334.650807,357.4587473,422.4135104,466.0437579,583.3531542,768.7356717,987.979665,1186.746113,1182.172625,1202.717817,1360.872495,1640.680969,1893.043678,1898.562807,1786.862405,1638.563164,1681.906775,1603.582208,1795.742779,1632.369715,1535.860214,1632.74441,1835.717684,1882.245539,2057.934627,2166.348257,2383.924487,2540.459963,2713.661976,2640.272195,2069.387546,2407.082047,2074.92881,2037.685462,2257.544661,2833.905701,3330.309969,3655.663836,3747.433691,4075.991405,4301.63219,3431.75588,3747.674635,4324.685529,4613.269939,4571.641756,
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,1445.151914,1590.196487,1756.804062,1922.697598,2045.442146,2193.06134,2350.344029,2537.313463,2731.540442,2821.830362,3128.736206,3807.628797,4911.341342,5257.69839,6581.154057,6760.214696,7429.363244,9129.932083,11003.83467,12500.26549,10903.83866,10294.31773,9801.336925,9235.037535,9564.15717,13271.22716,15968.1842,17319.9367,17328.27002,21300.80243,21268.23045,23330.25778,21944.02769,23059.23171,26403.11199,26321.70379,23705.83186,24405.87657,24075.01701,21774.93717,21812.19434,23494.42211,28794.0856,32784.83363,33818.97269,35457.05773,40341.94274,43991.71814,40487.89707,39448.09885,42578.17709,39758.68165,41420.75667,
Faeroe Islands,FRO,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24543.59318,24584.70495,22850.44296,24501.95806,26563.75614,30778.7919,34520.88742,35211.55269,39869.98014,45974.69186,48645.38402,44317.30589,,,,,
"Micronesia, Fed. Sts.",FSM,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,1320.062471,,,1275.867558,1296.320981,1355.140187,1436.906824,1528.064694,1682.186235,1756.202422,1908.848629,1909.350632,2065.004157,2019.952773,1906.810059,2029.326653,2046.791555,2170.960838,2239.916955,2257.773626,2293.57946,2247.837771,2352.63934,2393.800551,2434.806287,2500.905686,2668.810506,2838.448841,3000.150055,3154.513862,3235.183343,
Gabon,GAB,GDP per capita (current US$),NY.GDP.PCAP.CD,332.7720383,358.8833894,299.5184685,412.2037765,425.7827783,453.6852743,490.9503927,521.1095146,551.1124488,549.5955725,635.4122796,703.4565233,1159.463727,2430.619003,3328.724905,4545.689314,4150.751629,3450.337195,4273.424487,5891.134103,5186.871665,4737.851058,4328.218085,4427.909278,4043.357961,4010.63118,3762.846914,4277.531604,4543.95728,6287.392948,5555.478791,5598.980833,4269.520409,3980.747348,4589.496721,5135.789908,4683.278453,3843.395824,3899.086639,4135.25406,3754.363924,3836.796681,4601.604454,5328.485186,6281.954684,6756.271159,7994.304825,10577.91676,7919.710893,9362.113583,11791.58778,10929.87964,11571.08292,
United Kingdom,GBR,GDP per capita (current US$),NY.GDP.PCAP.CD,1452.544709,1513.651449,1592.614477,1729.399978,1850.954769,1959.62783,2023.627564,1896.386749,2032.34701,2241.971395,2525.628212,2891.980901,3257.305833,3516.420283,4204.922043,4041.039711,4565.465489,5785.461739,7511.1077,9622.975043,9142.466504,8718.267257,8266.523695,7777.644289,8209.836963,10063.83866,12333.13719,14951.05213,15057.17922,17805.24909,18571.36207,19211.86216,17270.11564,18664.39426,20349.95874,21349.43492,23734.42186,25266.39474,25870.98904,25361.93964,25121.03789,27301.46037,31437.00581,37021.14576,38432.31116,40807.56096,46591.12819,43486.91323,35454.94893,36572.50006,38927.06931,38648.90075,39336.90523,
Georgia,GEO,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611.410842,1310.472642,757.3839392,550.0153945,517.087113,569.0181411,670.4611048,774.6802109,805.27269,628.865658,691.9977052,733.9704138,779.3845906,922.0297396,1186.873047,1469.974624,1764.870436,2317.988501,2919.690052,2440.961318,2613.756931,3219.605869,3528.733736,3602.168472,
Ghana,GHA,GDP per capita (current US$),NY.GDP.PCAP.CD,189.6659249,195.1135448,211.0006339,230.4617076,266.383987,269.5233398,216.8797037,202.7814405,233.6117366,257.6815833,273.8727174,232.5687523,263.6960824,301.3670277,285.8228567,275.8790208,313.0009505,353.6983931,381.0213051,411.5000477,379.7797961,351.3017586,341.0695227,358.3779868,354.2016291,437.0675731,376.4432328,375.2094711,368.984907,402.577038,438.948882,414.6979101,375.2314228,333.329913,385.6821309,403.8047447,392.2616694,416.3917395,419.8207134,264.6926988,275.476271,311.6396199,375.9648672,426.2635109,501.8642947,929.9455454,1099.084759,1234.437253,1096.533657,1326.066112,1594.030809,1645.515162,1850.201186,
Guinea,GIN,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,368.8963851,380.6660062,430.6956432,422.898307,442.9511833,474.6543586,487.7498131,459.5029109,450.2522038,471.3119615,477.9680401,456.0716669,424.2972939,402.4320435,342.4785195,318.5306699,326.0799482,374.4268445,390.8845623,306.7011791,287.9229857,411.4847069,437.8056827,435.1756629,435.448888,454.0022776,493.4899526,527.264369,
"Gambia, The",GMB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,108.314645,112.1554125,96.7313637,103.6440391,116.9194529,121.098443,124.6698378,153.488279,189.5029864,221.0446538,209.1516377,250.2489484,302.6146326,353.9449806,398.8992418,349.7971746,333.3074097,317.0515308,252.9477562,308.3305895,242.1699306,274.3653184,316.3146216,322.4441049,345.8550221,727.0419851,729.0793623,748.8687622,720.1508414,737.5114541,773.9904929,713.0819428,724.8393765,682.8385699,637.1042713,542.6821764,442.5269099,361.1578366,415.8139687,434.4954445,441.9196561,522.3399183,612.0285776,553.0993514,566.3353254,517.752432,510.3262294,494.4039288,
Guinea-Bissau,GNB,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,115.2817839,112.4197002,122.0065984,120.6080525,129.6922501,140.0672311,142.3602184,144.3044885,152.9463449,146.6217559,135.2273436,185.944353,194.8946529,188.2564314,155.6656249,158.025446,139.8822115,182.6365226,169.0187511,214.2537087,239.7931904,247.0898164,212.5626053,217.4744789,211.4608089,222.8430935,232.0273706,225.3564831,169.4586332,180.2017231,284.187197,295.1956904,305.571649,342.0758732,375.7946289,402.9880469,398.2471791,465.3402625,555.6594653,536.8028066,526.5210239,595.8292485,494.3143778,503.8278435,
Equatorial Guinea,GNQ,GDP per capita (current US$),NY.GDP.PCAP.CD,,35.36772768,41.5345235,48.01815831,240.3186516,250.8803136,256.0417178,233.8545826,230.2140113,228.0174922,227.9552378,238.0178333,309.4918244,377.2929222,437.7810474,453.5702562,471.7313715,,,229.5802641,157.843404,176.63033,163.2035819,171.2615137,198.6065568,232.7684147,273.7880908,285.7916886,243.5897804,299.9040037,287.0105133,337.0839758,329.1054289,235.8041993,321.0594164,509.3528167,938.5723174,761.8820877,1236.870164,2018.60464,2733.185323,3276.652175,4370.3054,7527.119833,11456.75831,13003.63858,15943.79407,23432.38666,13858.90341,16643.1438,21949.62283,22391.46179,20572.33597,
Greece,GRC,GDP per capita (current US$),NY.GDP.PCAP.CD,597.287321,630.6139413,701.6204178,784.9543484,888.9219979,981.6523945,1052.120993,1134.356151,1284.212316,1424.994497,1575.599134,1811.461992,2386.593704,2697.392676,3006.811652,3233.102088,3705.906585,4476.633663,5440.98786,5619.98371,5130.429583,5320.15741,4786.775556,4627.231996,4590.18168,5393.839883,6260.037539,7245.206037,7482.309831,9190.34371,9775.540849,10687.47314,9914.110549,10536.04777,12273.60892,12888.81943,12495.06452,12485.06168,12238.59337,11396.23257,11855.78949,13296.92353,17502.68646,20618.3075,21642.25847,23518.49931,27361.09709,30536.44871,28695.23153,26379.5302,26061.44027,22395.14973,21910.22068,
Grenada,GRD,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,,,,,,,,591.2406586,758.3714714,884.2037849,939.4500622,970.3437741,1022.97352,1054.491152,1118.447826,1283.304502,1438.011648,1682.712256,1881.783446,2199.488628,2295.97616,2504.487752,2581.401594,2545.820461,2633.499725,2755.990259,2923.249401,3015.483285,3364.344325,3742.366476,5149.147362,5137.800532,5331.902973,5825.387458,5844.959725,6803.545292,6825.126244,7326.172219,7946.79128,7397.037929,7366.576206,7409.2402,7598.205088,7876.276564,
Greenland,GRL,GDP per capita (current US$),NY.GDP.PCAP.CD,,,,,,,,,,1498.276493,1876.504224,2196.714337,2860.280688,3432.705941,4257.912574,4844.656251,5713.963017,7235.516837,8480.761995,9483.102968,8544.098311,7813.651595,7988.178239,7198.70804,7760.834508,11271.33304,14554.35208,16397.95019,16813.74145,18326.92852,18315.31561,18768.8265,16797.35739,18124.10076,21665.83081,21422.46222,19145.61441,20496.5798,20170.32276,19004.00345,19275.43281,20652.84127,25129.07655,28903.93583,29903.28404,30620.21553,37516.75092,30883.03497,22507.88872,,,,,
Guatemala,GTM,GDP per capita (current US$),NY.GDP.PCAP.CD,253.1447136,261.7440955,281.3581927,281.770219,281.1256123,285.8878531,290.9211647,313.8418113,325.4256459,351.5758872,356.651209,367.4041328,437.1768654,523.8131451,588.5973067,687.2243969,841.8900094,910.2748461,1010.30669,1125.351574,1199.400194,1184.740359,1199.733379,1224.905303,1227.500878,891.8547108,853.6377957,923.4547926,968.0584801,860.4997156,1033.794652,1121.114312,1195.896462,1330.74062,1468.061094,1544.998768,1702.323143,1814.003272,1674.029895,1721.72898,1629.309766,1765.85072,1816.949788,1937.715706,2146.179053,2326.299385,2561.4419,2867.494247,2697.379264,2882.389487,3240.372419,3340.782301,3477.890168,
